condition,pid,catBoundDist,famInd,trialsComplete,correct,f0,f1
blocked,5e831dfa79f7fb000c708f84,2,2.6714285714285713,76.8,0.6428571428571429,3.5285714285714285,3.4714285714285715
blocked,5e831dfa79f7fb000c708f84,3,2.7,79.76,0.74,3.52,3.48
blocked,5e831dfa79f7fb000c708f84,4,2.676470588235294,82.67647058823529,0.7647058823529411,3.5,3.5
blocked,5e831dfa79f7fb000c708f84,5,2.764705882352941,71.88235294117646,0.9411764705882353,3.6470588235294117,3.6470588235294117
blocked,5ea81f48037f2805ca7af68a,1,2.686046511627907,76.09302325581395,0.5348837209302325,3.5232558139534884,3.5
blocked,5ea81f48037f2805ca7af68a,2,2.656716417910448,77.68656716417911,0.6119402985074627,3.4925373134328357,3.4776119402985075
blocked,5ea81f48037f2805ca7af68a,3,2.6923076923076925,78.96153846153847,0.6923076923076923,3.480769230769231,3.519230769230769
blocked,5ea81f48037f2805ca7af68a,4,2.588235294117647,76.11764705882354,0.8823529411764706,3.6176470588235294,3.6176470588235294
blocked,5ea81f48037f2805ca7af68a,5,2.6666666666666665,79.93333333333334,0.8,4.0,4.0
blocked,5ea964c06e16ad03e6902d45,1,2.642857142857143,79.42857142857143,0.6428571428571429,3.5238095238095237,3.4523809523809526
blocked,5ea964c06e16ad03e6902d45,2,2.6857142857142855,78.92857142857143,0.7714285714285715,3.4571428571428573,3.4857142857142858
blocked,5ea964c06e16ad03e6902d45,3,2.6923076923076925,74.4423076923077,0.8653846153846154,3.5,3.5
blocked,5ea964c06e16ad03e6902d45,4,2.6363636363636362,77.21212121212122,1.0,3.5454545454545454,3.5757575757575757
blocked,5ea964c06e16ad03e6902d45,5,2.6470588235294117,75.3529411764706,0.9411764705882353,3.3529411764705883,3.3529411764705883
blocked,5edf8803c008532459792282,1,2.6818181818181817,75.01136363636364,0.7386363636363636,3.477272727272727,3.522727272727273
blocked,5edf8803c008532459792282,2,2.6515151515151514,78.39393939393939,0.8939393939393939,3.515151515151515,3.484848484848485
blocked,5edf8803c008532459792282,3,2.62,77.42,0.98,3.46,3.54
blocked,5edf8803c008532459792282,4,2.727272727272727,81.93939393939394,1.0,3.5454545454545454,3.5757575757575757
blocked,5edf8803c008532459792282,5,2.6666666666666665,80.86666666666666,0.9333333333333333,3.3333333333333335,3.3333333333333335
blocked,5eeb6965645c11097b4bae82,1,2.6551724137931036,76.70114942528735,0.5517241379310345,3.5517241379310347,3.4827586206896552
blocked,5eeb6965645c11097b4bae82,2,2.7058823529411766,78.80882352941177,0.6764705882352942,3.5,3.5
blocked,5eeb6965645c11097b4bae82,3,2.641509433962264,76.73584905660377,0.6981132075471698,3.452830188679245,3.490566037735849
blocked,5eeb6965645c11097b4bae82,4,2.6285714285714286,75.4,0.8571428571428571,3.4571428571428573,3.4285714285714284
blocked,5eeb6965645c11097b4bae82,5,2.6666666666666665,74.22222222222223,0.9444444444444444,3.5,3.5
blocked,5efcb50255a06b097b8d5d29,1,2.635294117647059,76.21176470588236,0.6470588235294118,3.5058823529411764,3.4823529411764707
blocked,5efcb50255a06b097b8d5d29,2,2.6857142857142855,77.94285714285714,0.7571428571428571,3.4571428571428573,3.4857142857142858
blocked,5efcb50255a06b097b8d5d29,3,2.7,78.66,0.82,3.48,3.52
blocked,5efcb50255a06b097b8d5d29,4,2.5757575757575757,82.39393939393939,0.7878787878787878,3.5757575757575757,3.5454545454545454
blocked,5efcb50255a06b097b8d5d29,5,2.75,75.5625,0.875,3.5,3.5
blocked,5f0ae85ed1a1d801cf4e8106,1,2.630952380952381,80.14285714285714,0.6666666666666666,3.4404761904761907,3.5357142857142856
blocked,5f0ae85ed1a1d801cf4e8106,2,2.6818181818181817,79.34848484848484,0.696969696969697,3.484848484848485,3.5757575757575757
blocked,5f0ae85ed1a1d801cf4e8106,3,2.673076923076923,77.4423076923077,0.7884615384615384,3.519230769230769,3.5961538461538463
blocked,5f0ae85ed1a1d801cf4e8106,4,2.6666666666666665,75.45454545454545,0.8181818181818182,3.4545454545454546,3.4242424242424243
