Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6407469ec60a3d95ef587b96,6011d2b8b124c219f57c707e,APPROVED,2023-03-07T14:14:58.096000Z,2023-03-07T15:22:19.429000Z,2023-03-09T15:28:28.901000,2023-03-07T15:22:19.814062Z,4042,C15BMR3K,240,"Afrikaans, English",24,Female,Mixed,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
640746a30df55cc2147041c1,57a36f499bd3d70001e5230e,APPROVED,2023-03-07T14:14:03.317000Z,2023-03-07T14:54:08.111000Z,2023-03-09T15:28:29.277000,2023-03-07T14:54:31.439802Z,2405,C15BMR3K,1079,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
640746acb0fec268826d5a72,60ba366b3792b3b40b6716bc,APPROVED,2023-03-07T14:14:04.973000Z,2023-03-07T15:14:05.952000Z,2023-03-09T15:28:29.660000,2023-03-07T15:14:06.354314Z,3601,C15BMR3K,719,English,35,Female,White,DATA_EXPIRED,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
640746b0dbb6f24706704229,62ea4eda882ce012b70c4e25,APPROVED,2023-03-07T14:14:11.500000Z,2023-03-07T15:08:10.922000Z,2023-03-09T15:27:53.194000,2023-03-07T15:08:11.427337Z,3240,C15BMR3K,175,English,18,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
640746c02bbca75bdccec45e,577e3a5025cb71000128727e,APPROVED,2023-03-07T14:14:24.636000Z,2023-03-07T15:10:06.649000Z,2023-03-09T15:28:30.024000,2023-03-07T15:10:07.818289Z,3343,C15BMR3K,1702,English,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640746cfbf4f7a4776ea3a3c,60a90a8cd3bb28b16b59d10f,APPROVED,2023-03-07T14:14:39.979000Z,2023-03-07T15:22:35.630000Z,2023-03-09T15:28:30.409000,2023-03-07T15:22:36.078093Z,4076,C15BMR3K,66,English,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
640746d3268f3cbc81a14146,616d6a655e2c6533f8317d9f,APPROVED,2023-03-07T14:14:47.797000Z,2023-03-07T15:22:57.216000Z,2023-03-09T15:28:30.787000,2023-03-07T15:22:57.638129Z,4090,C15BMR3K,477,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
640746ecced1a30d9d4e812a,632b54f5fa1b0a56ffe31f6e,APPROVED,2023-03-07T14:20:34.464000Z,2023-03-07T15:11:29.424000Z,2023-03-09T15:27:53.647000,2023-03-07T15:11:29.815212Z,3055,C15BMR3K,229,English,27,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
640746f3ff7aa5f21586baea,60c7928e14e0a43a43369a5b,APPROVED,2023-03-07T14:16:25.955000Z,2023-03-07T15:45:48.709000Z,2023-03-09T15:28:31.189000,2023-03-07T15:45:49.130265Z,5363,C15BMR3K,264,"English, Afrikaans",25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
640746f4645ced43f5206809,58f34b88c40b7e0001099c8e,APPROVED,2023-03-07T14:15:24.661000Z,2023-03-07T15:22:46.456000Z,2023-03-09T15:28:31.577000,2023-03-07T15:22:47.499762Z,4042,C15BMR3K,439,English,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
640746fd7bab46a5ebcec43f,614703ccac948d05a697d678,APPROVED,2023-03-07T14:22:51.818000Z,2023-03-07T15:21:16.825000Z,2023-03-09T15:28:31.945000,2023-03-07T15:21:17.430390Z,3506,C15BMR3K,50,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
640746fe5e71857e6233ba9e,60fd9b1f9557d7bffbb5e6de,APPROVED,2023-03-07T14:15:26.808000Z,2023-03-07T15:21:17.037000Z,2023-03-09T15:28:32.320000,2023-03-07T15:21:17.532663Z,3951,C15BMR3K,553,English,28,Female,Asian,Australia,Australia,Australia,English,No,Full-Time
640747042876f149bcea3a5e,62cc61764995e851997bc3d2,APPROVED,2023-03-07T14:15:32.689000Z,2023-03-07T15:00:44.523000Z,2023-03-09T15:27:54.142000,2023-03-07T15:00:44.972557Z,2712,C15BMR3K,75,English,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6407471c8ff0cdb75b5aba2c,60ecb2f2432bec2f16c3ab9a,APPROVED,2023-03-07T14:22:35.958000Z,2023-03-07T15:09:43.703000Z,2023-03-09T15:28:32.698000,2023-03-07T15:09:44.470717Z,2828,C15BMR3K,270,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
64074730568b96b2931cc2b1,5a0c4184fe645f0001e9f5dd,APPROVED,2023-03-07T14:16:16.216000Z,2023-03-07T15:07:35.714000Z,2023-03-09T15:28:33.083000,2023-03-07T15:07:36.294062Z,3080,C15BMR3K,1378,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
